qa_id,text
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"端数処理一覧の各項目の意味合いについて教えてください。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"端数処理設定に於ける単価と工程単価の違い、作業単価表は単価？工程単価？工程金額とは何を指すのでしょうか。作業単価表で上位4桁を採用し、トータルの単価としてはそのまま積上げたいのにここでも上位4桁処理がされてしまう場合、どのように対処したら良いでしょうか。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"単価と工程単価の違いを教えてください。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"工程単価と工程金額の意味を知りたいです。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"作業単価表は工程単価ですか。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"端数処理で上位4桁処理を回避する方法はありますか。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"代価工程単価の端数処理設定を変更する方法を教えてください。"
fbe7e281-8d4c-4c55-9780-2238ab1b04e2,"作業単価表の積み上げ時に端数処理しない設定はできますか。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"Windows11へのアップグレードで新規作成及び既存データの読み込みが出来なくなりました。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"Windows10からWindows11にアップグレードしたところ、新しく作成及び既存データの読み込みができなくなりました。対処方法をご教示ください。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"Windows11アップグレード後にデータを開けなくなりました。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"Windows11で新規作成できない場合の対処方法を教えてください。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"既存データの読み込みができない時の対応方法を知りたいです。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"インスタンスの停止2と削除2の実行方法を教えてください。"
f7ea6c1b-62dc-4b09-aa88-5bb80d79d5aa,"Windows11更新後に積算開始できなくなりました。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"維津美の補正の各計算タイプの違いについて教えてください。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"維津美の各計算タイプの違いについて説明をお願いします。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"補正計算タイプAとBの違いを教えてください。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"AタイプとA'タイプの違いを知りたいです。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"BタイプとB'タイプの補正方法の違いは何ですか。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"Cタイプ補正とは何ですか。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"Dタイプ補正の計算方法を教えてください。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"工程変化率の計算タイプごとの違いを知りたいです。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"補正の掛かる箇所の違いについて教えてください。"
4f580d8c-c255-474c-870b-75e06d6f1a9b,"補正タイプその他とは何を指しますか。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"港湾局のライトバンの燃費の根拠を教えてください。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"港湾のライトバンを確認すると燃費が3.0L/hとなっています。R5建設機械等損料表では3.4L/hとなっていました。3.0L/hの設定根拠をお教えいただけますでしょうか。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"港湾のライトバン燃費3.0L/hの根拠を知りたいです。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"ライトバン燃費の設定値が3.0L/hになっている理由を教えてください。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"港湾局の交通車単価表について教えてください。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"港湾土木請負工事積算基準のライトバン燃費設定を知りたいです。"
37129ae1-b0db-4c77-8e4a-54619fac96eb,"R5建設機械等損料表と燃費が異なる理由は何ですか。"
7a8a27a3-c289-42d1-9971-c4492f214393,"休日割増の考え方について教えてください。"
7a8a27a3-c289-42d1-9971-c4492f214393,"技術者基準日額及び労務費の休日割増について、維津美では添付ファイルのとおり算出式が適用されていますが、これについて2点確認をお願いします。休日割増賃金の算出式について設計業務等標準積算基準書には、時間外手当の算出についての記載はありますが休日割増についての記載がありません。維津美で適用している休日割増の算出式の根拠をお示しいただけないでしょうか（国交省の公表資料等）。委託業務への休日割増適用について技術者基準日額及び労務費の休日割増については、委託業務も対象になると考えていいのでしょうか。こちらも根拠となる資料（国交省の公表資料等）がありましたらご提示いただけないでしょうか。以上、回答をお願いします。"
7a8a27a3-c289-42d1-9971-c4492f214393,"休日割増賃金の算出根拠を教えてください。"
7a8a27a3-c289-42d1-9971-c4492f214393,"技術者の休日割増の考え方を知りたいです。"
7a8a27a3-c289-42d1-9971-c4492f214393,"委託業務にも休日割増は適用されますか。"
7a8a27a3-c289-42d1-9971-c4492f214393,"休日割増の国交省資料はありますか。"
7a8a27a3-c289-42d1-9971-c4492f214393,"技術者基準日額の休日割増について教えてください。"
7a8a27a3-c289-42d1-9971-c4492f214393,"労務費の休日割増計算方法を知りたいです。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"北陸地整のUAVレーザ測量歩掛について教えてください。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"UAVレーザ測量歩掛について教えて下さい。機械経費として北陸地整歩掛が使用可能となっていますが、その計算式の根拠資料はどこかに開示されていますか？北陸地整のホームページ探しましたが見当たらないもので、もしお分かりであれば教えて頂きたく問い合わせさせて頂きました。また北陸地整では上記歩掛が基準となっていると考えて良いのでしょうか。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"北陸地整歩掛の根拠資料は公開されていますか。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"UAVレーザ測量の北陸地整歩掛について知りたいです。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"北陸地整の機械経費計算式について教えてください。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"北陸地整のUAV測量歩掛は統一基準ですか。"
833c09ea-ec43-4ad3-8b32-358a3c5d8a64,"UAVレーザ測量歩掛の開示資料を知りたいです。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"帳票上に歩掛・単価の「地区」「歩掛年度」「単価適用年月」を表示できますか。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"印刷する帳票内容において、使用している歩掛・単価の「地区」・「歩掛年度」・「使用単価の年月」が表示されません。確認する上で上記の表示が欲しいのですが表示設定はあるのでしょうか？"
a8a5b423-f680-408c-8276-d458f0d37d1f,"帳票に歩掛年度を表示する方法を教えてください。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"単価適用年月を帳票に表示できますか。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"帳票に地区情報を出力する設定はありますか。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"歩掛・単価情報を印刷帳票へ表示したいです。"
a8a5b423-f680-408c-8276-d458f0d37d1f,"使用単価の年月表示機能はありますか。"
37282314-ca52-4179-9073-99f7cf9f67ea,"明細表の項目の幅を変更することはできますか。"
37282314-ca52-4179-9073-99f7cf9f67ea,"印刷時、特に明細表の項目の幅を広げたいと思っています。現在は11mmにしたいため、明細表で4行削除して列の幅8.67を13.0にする等の修正をエクセル上でしています。変更できますか？"
37282314-ca52-4179-9073-99f7cf9f67ea,"明細表の列幅を変更したいです。"
37282314-ca52-4179-9073-99f7cf9f67ea,"帳票の項目幅を広げる設定はありますか。"
37282314-ca52-4179-9073-99f7cf9f67ea,"明細表の文字サイズ変更方法を教えてください。"
37282314-ca52-4179-9073-99f7cf9f67ea,"帳票出力設定で変更できる項目を知りたいです。"
37282314-ca52-4179-9073-99f7cf9f67ea,"代価（設計）タブの設定内容について教えてください。"
43746dca-ad39-434e-b93a-51b189db6e52,"重量平均の場合の帳票上での表記について教えてください。"
43746dca-ad39-434e-b93a-51b189db6e52,"道路詳細設計等で地形による変化率を２つ設定した場合、帳票で詳細の出力は可能でしょうか？（例：平地1km、山地5km）現設定だと重量平均しか表示されません。可能でしたら、設定方法をお教えください。"
43746dca-ad39-434e-b93a-51b189db6e52,"地形変化率の詳細を帳票に表示できますか。"
43746dca-ad39-434e-b93a-51b189db6e52,"重量平均時の内訳詳細を出力する方法はありますか。"
43746dca-ad39-434e-b93a-51b189db6e52,"平地1km・山地5kmのような詳細表示はできますか。"
43746dca-ad39-434e-b93a-51b189db6e52,"変化率を複数設定した場合の帳票表示について教えてください。"
43746dca-ad39-434e-b93a-51b189db6e52,"重量平均の詳細出力機能はありますか。"
17935845-ac46-4924-bb72-4055574320b6,"明細表（設計タイプ）の補正条件欄のフォントサイズは変更できますか。"
17935845-ac46-4924-bb72-4055574320b6,"明細表（設計）の最下部に補足説明が入る欄がございますが、文字も項目名も小さくて読みづらい物となってしまいます。何とか読み易く出来るよう文字のサイズを大きくするなどの対応を取りたいのですが、解決できる方法はございますか。恐れ入りますが、よろしくお願いいたします。"
17935845-ac46-4924-bb72-4055574320b6,"補正条件欄の文字サイズ変更方法を教えてください。"
17935845-ac46-4924-bb72-4055574320b6,"明細表下部の説明欄を読みやすくする方法はありますか。"
17935845-ac46-4924-bb72-4055574320b6,"変化率詳細のフォントサイズを変更できますか。"
17935845-ac46-4924-bb72-4055574320b6,"縮小して全体表示を解除する方法を教えてください。"
17935845-ac46-4924-bb72-4055574320b6,"帳票出力設定でフォントサイズを調整したいです。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"内訳表の備考欄に表示されていた直接人件費が表示されなくなりました。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"内訳書の備考欄で以前は直接人件費等が印刷できていたのですが、消えてしまったので直したいです。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"備考欄に直接人件費が表示されなくなった原因を教えてください。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"帳票の備考欄設定を初期化する方法を教えてください。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"内訳設定のチェック項目について知りたいです。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"備考欄が印刷されない場合の対処方法を教えてください。"
a9169dab-bbe7-4431-a2ee-6528d8e9daeb,"直接人件費表示を復旧する方法はありますか。"
7da2a585-f404-49cd-98df-00e5925ce91a,"チェック機能について教えてください。"
7da2a585-f404-49cd-98df-00e5925ce91a,"測量諸経費の中のチェックの【測量業務が複数計上されています。諸経費率を確認してください】にチェックが入っていました。わからず外したら消えてチェックが黄色になっていますが問題ありますか？どういう意味でしたか？"
7da2a585-f404-49cd-98df-00e5925ce91a,"測量業務が複数計上されていますの警告の意味を教えてください。"
7da2a585-f404-49cd-98df-00e5925ce91a,"諸経費率確認チェックとは何ですか。"
7da2a585-f404-49cd-98df-00e5925ce91a,"黄色チェックになっても問題ありませんか。"
7da2a585-f404-49cd-98df-00e5925ce91a,"全ての内訳の経費を対象にする設定について教えてください。"
7da2a585-f404-49cd-98df-00e5925ce91a,"測量諸経費チェックの解除方法を知りたいです。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"諸経費対象とならない項目がある場合、最低制限価格算出での扱いを教えてください。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"間接測量費に、諸経費対象額とならない例えば「謝礼金」の項目を設けた場合、通常積算には計上されますが、最低制限価格の計算を行った際、集計されません。この場合は、直接測量費の中に入れて「諸経費対象額」のみ外して計算するべきなのでしょうか？ご回答をお願いします。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"謝礼金が最低制限価格計算に含まれない理由を教えてください。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"最低制限価格の対象となる項目を知りたいです。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"諸経費対象外項目の設定方法を教えてください。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"謝礼金を最低制限価格対象にする方法はありますか。"
48e35a2a-11c1-4015-ba26-2600ed17d76c,"直接測量費に集計する必要がありますか。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"補正を人件費単価に掛けると旅費交通費の対象額にズレが生じます。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"補正係数を工員単価に掛けると旅費交通費等の直接人件費×率で金額をもとめるものが、補正係数を考慮しない数字となってしまいます。システムの不備等かと思いますのでご確認よろしくお願いいたします。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"補正係数を掛けた際に旅費交通費へ反映されない理由を教えてください。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"割増賃金部分が経費対象外になる仕様について知りたいです。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"旅費交通費に補正分を含める設定方法を教えてください。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"経費別集計タブの割増対象外チェックとは何ですか。"
5fd607ca-f4d7-4b6a-9971-41deb89c5892,"補正後の人件費を経費対象にする方法はありますか。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"下水道歩掛の補正後の員数の端数処理について教えてください。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"下水道の濃縮タンクを積算しています。今回補正が「4.568」と「0.15」の2種類あり、補正の端数処理は小数第3位、員数は小数第2位でどちらも四捨五入となっています。技師長の人工は0.5人なので、4.568×0.15×0.5では0.3426≒0.34だと思ったのですが、維津美では0.37と計上されるのはなぜでしょうか。推測ですが、0.5×0.15＝0.075≒0.08とし、0.08×4.568＝0.36544≒0.37にしているのでしょうか。その場合は上記の算定方法に直せますでしょうか。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"補正が複数ある場合の端数処理順を教えてください。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"補正係数4.568と0.15の計算順序を変更できますか。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"補正の順番によって員数が変わる理由を知りたいです。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"補正タブで計算順を変更する方法を教えてください。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"補正後の員数が0.37になる理由を教えてください。"
6a5afea5-b4f6-4edc-9e42-ba67100aa0f1,"端数処理を0.34にする設定方法を知りたいです。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"積算開始をクリックするとエラーが発生し先に進めません。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"積算データを新しく作成、既存の積算データを編集をクリックするとエラーメッセージが表示され入力画面を表示できません。対処方法を教えてください。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"新規積算時にエラーが出る場合の対処方法を教えてください。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"既存積算データ編集時のエラー解消方法を知りたいです。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"インスタンスの停止2から開始2までの手順を教えてください。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"積算入力画面が表示されない原因を教えてください。"
cf706963-be13-4b3a-8c1d-98b4aabf4e4f,"データベースメンテナンスで復旧する方法はありますか。"
33abad5e-163a-4de4-abb1-fea84cdad997,"維津美をインストール中に再起動したところインストールメニュが表示されなくなりました。"
33abad5e-163a-4de4-abb1-fea84cdad997,"新しいPCにインストールしていましたが途中で再起動をしたらインストールメニューが出てこなくなりました。それまではインストール済みです。どのように操作すればいいかご教授ください。"
33abad5e-163a-4de4-abb1-fea84cdad997,"インストール途中で再起動した後の対処方法を教えてください。"
33abad5e-163a-4de4-abb1-fea84cdad997,"維津美V7のショートカットがある場合はどうすればよいですか。"
33abad5e-163a-4de4-abb1-fea84cdad997,"インストールメニューが表示されない時の対応方法を知りたいです。"
33abad5e-163a-4de4-abb1-fea84cdad997,"新規インストール用インストーラの入手方法を教えてください。"
33abad5e-163a-4de4-abb1-fea84cdad997,"セットアップウィザードを再実行する方法はありますか。"
d392c86b-075c-4a96-ac41-804fccd34f93,"維津美を最新版にアップデート出来ません。"
d392c86b-075c-4a96-ac41-804fccd34f93,"標記の件、積算システムを最新版(7.8.0.4)にアップデートしようとしましたが、コマンドプロンプトで『現在のディレクトリは無効です』というエラーメッセージが表示され、アップデートできない状況です。【経緯】一括自動更新を実施したところ、積算システムだけインストールできず。(歩掛・単価マスタはインストールできました)コマンドプロンプトが起動し、エラーメッセージが表示されました。【実施したこと】更新プログラムでアップデートを実施サポートページ内の更新プログラムをダウンロードし、個別でアップデートを実施しましたが、同様のエラーが表示されました。管理者アカウントで、アップデートを実施こちらも同様のエラーが表示されました。現バージョンをアンインストール→最新版をインストール現バージョンをアンインストール後、サポートページの新規インストール用をダウンロードし、実行。実行後、何も起動せずインストールされない。メッセージも表示されない。下記、インストールされているか確認Microsoft .Net Framework 4.8→既にインストール済みSql Server LocalDB 2017（8.1/10 64bit）→既にインストール済みSQL Server Compact 4.0 SP1(7/8.1/10 64Bit)→インストールされてなかったため、インストール確認後、更新プログラムを実行しましたがまたエラーが表示されてしまいました。対処方法をご教示ください。"
d392c86b-075c-4a96-ac41-804fccd34f93,"アップデート時に『現在のディレクトリは無効です』と表示されます。"
d392c86b-075c-4a96-ac41-804fccd34f93,"積算システムを最新版へ更新できない原因を知りたいです。"
d392c86b-075c-4a96-ac41-804fccd34f93,"一括自動更新で積算システムだけ失敗する場合の対処方法を教えてください。"
d392c86b-075c-4a96-ac41-804fccd34f93,"更新プログラム実行時のコマンドプロンプトエラーを解消したいです。"
d392c86b-075c-4a96-ac41-804fccd34f93,"最新版インストールが起動しない場合の対応方法を教えてください。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"マスタ選択やデータ保存先のダイアログの表示に時間が掛かるようになりました。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"維津美のデータを保存するときにファイルを保存する場所がでてくるまでに時間がかかったり動きが遅くなっています。（これは数ヶ月前からの現象です）解決方法をご教示ください。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"データ保存ダイアログの表示が遅い原因を教えてください。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"マスタ選択画面が重い場合の対処方法を知りたいです。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"デスクトップのショートカットが影響することはありますか。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"フォルダ設定のダイアログ設定とは何ですか。"
5eabfe31-dbe9-4fb9-aa0b-47f9a01009d4,"保存先選択の動作を軽くする方法を教えてください。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"「構成システムを初期化できませんでした」というエラーが出て起動が出来ません。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"現在維津美を利用しているパソコンで、「構成システムを初期化できませんでした」というエラーが発生しました。確認する限りでは、こちらのエラーは当社で前例がなく、対処法が不明です。対処法や原因について、ご教授いただけないでしょうか。お忙しいところ恐れ入りますが、ご確認のほどよろしくお願いいたします。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"構成システムを初期化できませんでしたエラーの対処方法を教えてください。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"設定ファイル不具合時の復旧方法を知りたいです。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"Systemrunフォルダを削除する手順を教えてください。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"維津美起動時エラーの原因を教えてください。"
cc0901f2-2ae8-4cbf-8179-20dc84cad897,"UserConfigフォルダ削除で改善できますか。"
2d49dccc-9a51-44e1-acae-55669f0f95dc,"マスタ変更や既存データの編集でファイル選択画面の表示に時間が掛かります。"
2d49dccc-9a51-44e1-acae-55669f0f95dc,"「単価マスタ」「歩掛マスタ」の変更や「既存の積算データを編集」を選択すると、データの選択画面に移行せずに画面が白く固まってしまい、1～2分程度経つと解消されデータ選択が可能になります。対応策はありますか。"
2d49dccc-9a51-44e1-acae-55669f0f95dc,"ファイル選択画面が白く固まる原因を教えてください。"
2d49dccc-9a51-44e1-acae-55669f0f95dc,"既存データ編集時に画面が固まる場合の対処方法を知りたいです。"
2d49dccc-9a51-44e1-acae-55669f0f95dc,"単価マスタ変更時の動作が遅いです。"
